author,avg_rating,genres,language,num_pages,num_ratings,num_reviews,price,publish_date,rating_1,rating_2,rating_3,rating_4,rating_5,title
Chloe Neill,4.0,"Romance, Fantasy, Paranormal, Urban Fantasy, Vampires, Paranormal Romance",English,341.0,54948,3320,$26.92,2009-04-07 00:00:00,1542,2731,10424,19744,20507,Some Girls Bite
M.L. Stedman,4.02,"Australia, Fiction, Historical Fiction, Book Club, Cultural, Historical",English,343.0,352501,32963,$7.24,2012-07-31 00:00:00,4278,14557,67615,149514,116537,The Light Between Oceans
Ken Follett,4.18,"Mystery, Fiction, Historical Fiction, Thriller, Historical, Suspense, Spy Thriller, Espionage",English,339.0,112305,2432,$22.45,2004-11-23 00:00:00,663,2408,18682,45308,45244,Eye of the Needle
Kennilworthy Whisp,3.86,"Fantasy, Fiction, Childrens, Young Adult",English,64.0,122178,4616,$6.45,2001-06-01 00:00:00,1495,8918,34378,37561,39826,Quidditch Through the Ages
Dean Koontz,4.05,"Horror, Suspense, Thriller, Fiction",English,436.0,66769,2703,$17.94,2000-10-31 00:00:00,1069,2866,13708,23442,25684,Intensity
Aldous Huxley,3.85,"Fiction, Dystopia, Science Fiction, Philosophy, Classics",English,354.0,20627,1266,$22.18,2002-07-30 00:00:00,587,1719,4689,6772,6860,Island
Moira Young,3.93,"Romance, Young Adult, Fantasy, Dystopia, Science Fiction",English,459.0,56322,5738,$5.80,2011-06-07 00:00:00,2664,3564,10235,18679,21180,Blood Red Road
Patricia MacLachlan,3.74,"Fiction, Historical Fiction, Childrens, Historical, Classics",English,64.0,65094,2397,$14.99,2001-04-26 00:00:00,1562,5359,19048,21277,17848,"Sarah, Plain and Tall"
Richard Wright,4.05,"Nonfiction, Autobiography, Biography, Cultural, Memoir, Classics, African American",English,419.0,44148,1688,$13.82,1998-09-26 00:00:00,772,1961,8329,16467,16619,Black Boy
Primo Levi,4.31,"Nonfiction, History, Autobiography, Biography, World War II, Holocaust, Memoir, Classics",English,187.0,38814,1555,$18.53,1995-09-01 00:00:00,369,866,4885,12999,19695,Survival in Auschwitz
Willa Cather,3.86,"Fiction, Historical Fiction, Literature, Historical, Classics",English,159.0,41751,2735,$9.40,1992-04-26 00:00:00,1069,2542,9781,16086,12273,O Pioneers!
Yuval Noah Harari,4.45,"Nonfiction, History, Philosophy, Science, Anthropology",English,443.0,235712,19418,$10.35,2014-04-26 00:00:00,2326,4484,19540,66880,142482,Sapiens: A Brief History of Humankind
Peter Straub,3.95,"Mystery, Ghost Stories, Fiction, Fantasy, Paranormal, Thriller, Ghosts, Suspense, Supernatural, Horror",English,567.0,62605,1755,$7.40,1989-09-01 00:00:00,1435,3725,13539,21655,22251,Ghost Story
J.K. Rowling,4.67,"Fantasy, Fiction, Young Adult",English,1500.0,47812,299,$6.99,1999-11-01 00:00:00,339,432,2409,8488,36144,The Harry Potter Collection 1-4
Terry Pratchett,4.31,"Fantasy, Humor, Fiction",English,439.0,56400,1528,$79.99,2006-10-02 00:00:00,155,844,7569,20622,27210,Thud!
Jana Petken,4.19,"Fiction, Historical Fiction, Historical, Epic, War, Drama, Adventure",English,714.0,1149,169,$23.40,2013-09-11 00:00:00,31,49,162,341,566,The Guardian of Secrets and Her Deathly Pact
Colleen Hoover,4.4,"Romance, Fiction, New Adult, Contemporary",English,385.0,148400,21416,$8.52,2016-08-02 00:00:00,1892,3781,14454,40678,87595,It Ends with Us
Libba Bray,3.94,"Fantasy, Historical, Young Adult, Historical Fiction",English,548.0,98982,3259,$16.33,2006-12-26 00:00:00,3724,5401,20235,33020,36602,Rebel Angels
Salman Rushdie,4.01,"India, Fiction, Fantasy, Young Adult, Childrens, Cultural, Magical Realism",English,224.0,26678,2215,$12.99,1999-08-27 00:00:00,422,1410,5439,9674,9733,Haroun and the Sea of Stories
Jodi Picoult,4.27,"Fiction, Historical Fiction, Historical, World War II, Holocaust",English,460.0,148553,15397,$17.99,2013-02-26 00:00:00,1370,3678,17992,55246,70267,The Storyteller
Angie Thomas,4.54,"Young Adult, Contemporary, Fiction, Realistic Fiction",English,444.0,295834,42504,$16.67,2017-02-28 00:00:00,1875,3459,18980,80267,191253,The Hate U Give
Megan Whalen Turner,4.37,"Fantasy, Fiction, Adventure, Young Adult",English,387.0,29565,2555,$4.22,2006-01-24 00:00:00,304,639,3214,9102,16306,The King of Attolia
Veronica Roth,4.07,"Young Adult, Dystopia, Science Fiction, Fiction",English,208.0,138850,10089,$10.98,2014-07-08 00:00:00,1605,6518,27861,47671,55195,Four: A Divergent Story Collection
Carson McCullers,3.97,"Literature, Classics, Fiction",English,359.0,84321,5608,$5.22,2000-09-08 00:00:00,1809,5053,16855,30359,30245,The Heart Is a Lonely Hunter
Ted Bernal Guevara,3.81,"Psychological Thriller, Drama, Thriller, Fiction",English,226.0,122,23,$7.80,2015-09-30 00:00:00,13,8,16,37,48,Lips of a Mastodon
Stephen King,3.67,"Horror, Fantasy, Fiction",English,513.0,62147,3322,$8.39,2006-10-24 00:00:00,2756,6319,16756,19382,16934,Lisey's Story
Haruki Murakami,3.69,"Japan, Fiction, Contemporary, Cultural, Japanese Literature, Magical Realism, Asian Literature",English,191.0,91828,6361,$10.59,2007-05-08 00:00:00,1078,6751,29425,36664,17910,After Dark
يوسف زيدان,4.05,"Novels, Fiction",Arabic,470.0,44331,5038,$26.00,2009-04-26 00:00:00,1458,2330,7062,15052,18429,عزازيل
Shirley Jackson,4.06,"Short Stories, Fiction, Literature, Horror, Classics",English,302.0,57467,1821,$12.03,2005-03-16 00:00:00,752,2413,11127,21442,21733,The Lottery and Other Stories
Ivo Andrić,4.33,"Historical, Classics, Fiction, Historical Fiction",English,314.0,12167,857,$4.22,1977-04-26 00:00:00,127,384,1457,3618,6581,The Bridge on the Drina
Melodie Ramone,4.05,"Romance, Womens Fiction, Fiction, Contemporary, Fantasy, Young Adult, Coming Of Age, Chick Lit",English,564.0,1396,231,$7.99,2012-10-01 00:00:00,75,113,180,331,697,After Forever Ends
Anne McCaffrey,4.1,"Science Fiction Fantasy, Fiction, Fantasy, Science Fiction, Dragons",English,299.0,115578,2917,$21.00,2005-07-26 00:00:00,1838,4809,21630,38742,48559,Dragonflight
Robyn Mundell,4.3,"Fiction, Novels, Young Adult, Fantasy, New Adult, Adventure",English,,1644,174,$1.39,2016-10-01 00:00:00,18,18,121,776,711,Brainwalker
Lois Lowry,3.81,"Fiction, Young Adult, Dystopia, Childrens, Science Fiction, Middle Grade",English,240.0,143045,10542,$3.70,2000-09-25 00:00:00,1688,8857,40536,55645,36319,Gathering Blue
Kristin Hannah,4.06,"Romance, Womens Fiction, Contemporary, Fiction, Chick Lit",English,479.0,159814,12881,$5.60,2008-02-05 00:00:00,2401,7475,30336,56963,62639,Firefly Lane
George Orwell,4.11,"Travel, Nonfiction, Autobiography, Biography, Memoir, Classics",English,213.0,49821,3380,$5.10,1972-03-15 00:00:00,237,1427,8758,21717,17682,Down and Out in Paris and London
سید مرتضی مصطفوی,3.55,,Persian,367.0,698,6,Not available,2017-03-06 00:00:00,184,6,78,99,331,سیمای شکسته پدر سالار
Stephen King,3.75,"Horror, Thriller, Fiction",French,411.0,176167,2749,$63.80,2001-06-13 00:00:00,3480,14840,52588,55744,49515,Christine
Thomas Paine,3.97,"Nonfiction, Politics, History, Philosophy, American History, North American Hi..., Classics",English,104.0,26499,1399,$1.28,2005-09-06 00:00:00,316,1308,6226,9584,9065,Common Sense
Alyson Noel,3.74,"Young Adult, Romance, Paranormal, Fantasy",English,320.0,56842,1861,$5.55,2010-06-22 00:00:00,2522,6001,14470,14756,19093,Dark Flame
Garth Nix,4.3,"Fantasy, Fiction, Young Adult",English,464.0,96794,2664,$6.84,2015-12-30 00:00:00,749,2037,12664,33573,47771,Lirael
L.J. Smith,3.57,"Romance, Young Adult, Fantasy, Paranormal, Vampires",English,586.0,45997,1697,$14.99,2009-02-10 00:00:00,3158,6077,12120,10891,13751,Nightfall
Jenny Downham,3.83,"Young Adult, Fiction, Romance, Contemporary",English,336.0,49169,4088,$8.39,2007-07-05 00:00:00,1235,3789,12321,16355,15469,Before I Die
Barbara Kingsolver,4.06,"Novels, Contemporary, Literary Fiction, Fiction",English,342.0,57461,2236,$7.46,1991-04-26 00:00:00,387,1742,11649,23972,19711,Animal Dreams
Richard Matheson,4.06,"Fiction, Apocalyptic, Science Fiction, Paranormal, Post Apocalyptic, Horror, Vampires, Classics",English,160.0,77155,4838,$42.00,1999-01-21 00:00:00,704,2942,14557,31509,27443,I Am Legend
Hunter S. Thompson,3.83,"Novels, Literature, Classics, Fiction",English,224.0,47927,1985,$6.29,1999-11-26 00:00:00,518,2965,12985,19127,12332,The Rum Diary
Penelope Douglas,4.12,"Romance, Contemporary, Young Adult, High School, New Adult, Contemporary Romance",,333.0,84043,6195,$12.55,2014-02-18 00:00:00,2071,3998,12979,27533,37462,Bully
Fred Misurella,4.32,"Romance, New Adult, Contemporary, Fiction, Adult, Love Story, Novels",,368.0,596,26,$31.94 to $64.21,2014-05-22 00:00:00,1,2,44,306,243,Arrangement in Black and White
Robin Cook,3.87,"Mystery, Fiction, Medical, Thriller, Suspense, Horror",English,320.0,44342,708,$16.09,1977-03-01 00:00:00,468,2238,12236,17091,12309,Coma
Bret Easton Ellis,3.58,"Novels, Contemporary, Fiction",English,208.0,57647,3032,$8.00,2010-06-09 00:00:00,2098,6071,17238,20602,11638,Less Than Zero
Heath Sommer,4.14,"Mystery, Psychology, Crime, Fiction",English,314.0,176,40,$3.99,2010-12-14 00:00:00,11,10,19,39,97,The Human Obsession
Roberto Bolaño,4.11,"Novels, Latin American, Cultural, Fiction",English,577.0,27912,2938,$6.23,2007-04-03 00:00:00,788,1645,4025,8709,12745,The Savage Detectives
Carrie Ryan,3.59,"Young Adult, Fantasy, Dystopia, Science Fiction, Zombies, Horror",English,310.0,77835,8625,$10.96,2009-07-26 00:00:00,4996,9486,19477,22431,21445,The Forest of Hands and Teeth
Alyson Noel,3.66,"Young Adult, Romance, Paranormal, Fantasy",English,339.0,74314,2550,$13.47,2009-11-17 00:00:00,3600,8544,20086,19350,22734,Shadowland
Gail Carriger,3.91,"Romance, Fiction, Fantasy, Science Fiction, Paranormal, Urban Fantasy, Steampunk, Vampires",English,357.0,87041,9467,$21.84,2009-10-01 00:00:00,2823,5040,18132,32132,28914,Soulless
Lara Adrian,3.93,"Romance, Adult Fiction, Fiction, Fantasy, Adult, Paranormal, Urban Fantasy, Supernatural, Vampires, Erotica, Paranormal Romance",English,402.0,56486,2758,$11.53,2007-05-01 00:00:00,1586,3624,12295,18564,20417,Kiss of Midnight
Lauren Oliver,3.74,"Young Adult, Romance, Dystopia, Science Fiction",English,391.0,118676,12736,$3.99,2013-03-05 00:00:00,2765,10521,32778,40760,31852,Requiem
Rainbow Rowell,4.23,"Fantasy, LGBT, Romance, Young Adult",English,522.0,136806,20396,$125.00,2015-10-06 00:00:00,2965,5315,18312,41337,68877,Carry On
Orhan Pamuk,3.84,"Mystery, Fiction, Historical Fiction, Literature, Historical, Novels",English,417.0,39309,3581,$7.73,2002-08-27 00:00:00,1156,2926,8730,14619,11878,My Name Is Red
Hilary Mantel,3.86,"Historical, Fiction, Historical Fiction",English,653.0,136152,13660,$17.18,2010-04-26 00:00:00,7581,11316,24362,42348,50545,Wolf Hall
Garth Nix,4.28,"Fantasy, Fiction, Young Adult",English,358.0,96517,2141,$30.98,2003-01-07 00:00:00,1752,2330,11975,31500,48960,Abhorsen
Roberta Pearce,4.23,"Romance, Contemporary, Contemporary Romance",English,,159,32,$70.12,2013-12-02 00:00:00,6,4,22,42,85,A Bird Without Wings
Chris Colfer,4.22,"Fiction, Fantasy, Young Adult, Childrens, Middle Grade",English,438.0,79366,6660,$7.50,2012-07-17 00:00:00,2361,3436,10848,20511,42210,The Wishing Spell
Walter Isaacson,4.12,"Technology, Nonfiction, Biography, Business, Science",English,656.0,787586,16766,$6.74,2011-10-24 00:00:00,27861,29846,113277,265931,350671,Steve Jobs
Patricia Briggs,4.38,"Romance, Werewolves, Fantasy, Paranormal, Urban Fantasy, Vampires, Shapeshifters, Paranormal Romance",English,342.0,86365,2845,$20.26,2010-03-30 00:00:00,202,941,9337,30844,45041,Silver Borne
Cormac McCarthy,4.18,"Fiction, Literature, Gothic, Novels, Southern Gothic, Classics",English,471.0,15909,1242,$4.22,1992-05-26 00:00:00,241,625,2496,5182,7365,Suttree
Tsugumi Ohba,4.43,"Graphic Novels, Fiction, Fantasy, Comics, Manga, Sequential Art, Horror",English,195.0,164064,3004,$12.89,2005-10-10 00:00:00,2430,3949,16304,39848,101533,"Death Note, Vol. 1: Boredom"
Lauren DeStefano,3.81,"Young Adult, Dystopia, Science Fiction, Fantasy",English,358.0,93549,8074,$49.99,2011-03-22 00:00:00,3352,7922,22136,30130,30009,Wither
Napoleon Hill,4.18,"Nonfiction, Self Help, Economics, Business, Finance, Personal Development",English,320.0,155264,4778,$6.31,2005-09-01 00:00:00,3847,7441,23417,43402,77157,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century
Edgar Allan Poe,4.31,"Short Stories, Fiction, Classics, Horror, Poetry",English,1024.0,1490,19,$33.20,2004-09-01 00:00:00,11,36,190,503,750,The Selected Writings of Edgar Allan Poe
Shannon Hale,3.96,"Romance, Fiction, Fantasy, Young Adult, Fairy Tales",English,306.0,44952,5956,$97.78,2007-09-01 00:00:00,511,2185,10021,18115,14120,Book of a Thousand Days
Isak Dinesen,3.96,"Nonfiction, Autobiography, Biography, Cultural, Africa, Memoir, Classics",English,399.0,30126,1698,$28.01,1992-04-26 00:00:00,571,1714,6428,11090,10323,Out of Africa
Rachel Carson,3.96,"Nonfiction, Environment, Nature, Science, Classics",English,378.0,29551,1810,$6.73,2002-10-22 00:00:00,681,1455,6283,10996,10136,Silent Spring
James Clavell,4.24,"Asian Literature, Fiction, Historical Fiction, Literature, China, Thriller, Asia, Cultural, Historical, Novels, Classics, Adventure",English,1376.0,34710,481,$366.64,1986-09-01 00:00:00,170,753,5418,12468,15901,Noble House
Eugene O'Neill,4.07,"Fiction, Literature, Theatre, Plays, Drama, Classics, American",English,179.0,33002,840,$6.80,2002-02-08 00:00:00,585,1628,6208,11157,13424,Long Day's Journey into Night
Jonathan Swift,4.05,"Humor, Fiction, Writing, Literature, Essays, Classics",English,64.0,13817,173,$5.55,1996-02-02 00:00:00,151,552,2914,5059,5141,A Modest Proposal and Other Satirical Works
Richard Feynman,4.28,"Nonfiction, Autobiography, Biography, Memoir, Science, Physics",English,391.0,127425,4699,$3.99,1997-04-12 00:00:00,3106,3926,14403,39119,66871,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character"
Juan Rulfo,4.05,"Fiction, European Literature, Spanish Literature, Cultural, Latin American, Magical Realism, Classics",English,128.0,33203,2357,$13.31,1994-03-10 00:00:00,680,1877,6135,10983,13528,Pedro Páramo
Melissa Marr,3.83,"Romance, Young Adult, Fantasy, Paranormal, Fairies",English,389.0,40454,1912,$10.32,2009-04-21 00:00:00,828,3050,10831,13072,12673,Fragile Eternity
Dr. Seuss,3.84,"Childrens, Picture Books, Fiction",English,63.0,24560,547,$13.99,2000-04-26 00:00:00,566,1986,6721,6864,8423,The Cat in the Hat Comes Back
Paullina Simons,4.29,"Romance, Fiction, Historical Fiction, Historical, Historical Romance",English,559.0,30414,2311,$9.04,2008-04-26 00:00:00,284,819,4059,9762,15490,Tatiana and Alexander
Larry Niven,3.96,"Science Fiction Fantasy, Science Fiction, Fiction",English,288.0,93797,3053,$99.95,2005-06-09 00:00:00,1373,5314,20851,34371,31888,Ringworld
Charles Dickens,3.91,"Literature, Classics, Fiction",English,817.0,37273,1334,$32.27,2003-04-26 00:00:00,748,2075,8908,13736,11806,Nicholas Nickleby
Stanisław Lem,3.99,"Classics, Science Fiction, Fiction",English,204.0,60192,3006,$21.00,2002-11-20 00:00:00,1083,3517,12243,21665,21684,Solaris
L.M. Montgomery,4.25,"Romance, Fiction, Historical Fiction, Young Adult, Historical, Classics",English,218.0,25429,3365,$76.96,1989-04-01 00:00:00,287,758,3778,8185,12421,The Blue Castle
Christina Lauren,4.03,"Romance, Adult Fiction, Contemporary, Adult, New Adult, Erotica, Contemporary Romance",English,320.0,133984,8085,$10.28,2013-02-12 00:00:00,4321,7696,23676,41863,56428,Beautiful Bastard
Azar Nafisi,3.59,"Biography, Memoir, Autobiography, Nonfiction",English,356.0,107422,7170,$7.15,2003-12-30 00:00:00,4555,11304,30741,37339,23483,Reading Lolita in Tehran: A Memoir in Books
Jack London,4.42,"Literature, Classics, American, Fiction",English,480.0,19536,1004,$20.97,1994-02-01 00:00:00,161,482,1989,5332,11572,Martin Eden
Maggie Stiefvater,4.27,"Fantasy, Paranormal, Young Adult",English,439.0,114670,13771,$11.21,2013-09-17 00:00:00,1060,2969,14755,41428,54458,The Dream Thieves
Sophocles,3.97,"Fiction, Academic, School, Plays, Drama, Classics",English,259.0,54475,1447,$7.72,2002-11-01 00:00:00,774,2925,12645,19136,18995,"The Oedipus Cycle: Oedipus Rex, Oedipus at Colonus, Antigone"
Vincent Panettiere,4.27,"Novels, Drama, Contemporary, Fiction",,326.0,980,30,$7.90,2018-11-05 00:00:00,8,16,95,448,413,The Scopas Factor
William Shakespeare,3.93,"Drama, Classics, Fiction, Plays",,414.0,39382,1440,$21.70,2001-05-17 00:00:00,598,2497,9287,13802,13198,Richard III
Rachel Caine,4.2,"Young Adult, Fantasy, Paranormal, Urban Fantasy, Vampires",English,237.0,36827,905,$49.05,2009-11-03 00:00:00,298,1129,6683,11676,17041,Fade Out
Joseph Conrad,3.49,"Fiction, Academic, Literature, School, Classics",English,176.0,15821,777,$7.48,1997-09-01 00:00:00,1139,1958,4316,4772,3636,Heart of Darkness and The Secret Sharer
Natsuki Takaya,4.23,"Romance, Graphic Novels, Fantasy, Young Adult, Comics, Manga, Sequential Art",English,216.0,133492,1729,$74.09,2004-02-10 00:00:00,3870,5899,19228,30672,73823,"Fruits Basket, Vol. 1"
M. Scott Peck,4.05,"Nonfiction, Spirituality, Self Help, Philosophy, Psychology",English,316.0,75436,2035,$11.29,1978-12-31 00:00:00,1534,3694,14669,25293,30246,"The Road Less Traveled: A New Psychology of Love, Traditional Values and Spiritual Growth"
Philippa Gregory,3.89,"Romance, Historical, Fiction, Historical Fiction",English,390.0,140111,4454,$17.91,2006-09-06 00:00:00,2554,7212,34885,53356,42104,The Constant Princess
J.K. Accinni,3.81,"Fiction, Fantasy, Dystopia, Science Fiction, Thriller, Paranormal, Dark, Aliens, Wildlife, Horror",English,173.0,831,219,$18.39 to $41.24,2012-08-26 00:00:00,71,77,142,188,353,Baby
Charles Dickens,3.98,"Classics, Fiction",English,1021.0,41206,1409,$232.31,2003-09-25 00:00:00,1037,2165,8469,14385,15150,Little Dorrit
Robert Galbraith,3.85,"Mystery, Crime, Fiction",English,455.0,417738,30956,$79.95,2013-04-30 00:00:00,11876,24197,95039,168279,118347,The Cuckoo's Calling
George Eliot,3.79,"Literature, Classics, 19th Century, Fiction",English,579.0,44410,1701,$361.40,2003-02-27 00:00:00,1364,3411,11332,15555,12748,The Mill on the Floss
Brent Weeks,4.29,"Fantasy, Magic, Epic Fantasy, Fiction",English,689.0,78738,2006,$6.72,2008-12-01 00:00:00,571,2138,10248,26597,39184,Beyond the Shadows
Stephen King,3.89,"Horror, Thriller, Fiction",English,736.0,156153,3631,$17.52,1999-06-26 00:00:00,2741,10267,39371,52736,51038,Bag of Bones
T.H. White,3.91,"Fiction, Historical Fiction, Fantasy, Young Adult, Childrens, Arthurian, Historical, Mythology, Classics, Adventure",English,352.0,21727,789,$8.41,1998-11-02 00:00:00,504,1273,5054,7763,7133,The Sword in the Stone
Shannon Hale,3.97,"Fantasy, Fiction, Romance, Young Adult",English,317.0,36277,3589,$20.85,2006-09-01 00:00:00,296,1578,8466,14358,11579,Enna Burning
Shelly Crane,4.12,"Romance, Fantasy, Young Adult, Paranormal, Paranormal Romance",English,387.0,40248,2788,$0.89,2011-06-26 00:00:00,1185,2061,6281,12064,18657,Significance
Elizabeth E. Wein,4.06,"Fiction, Historical Fiction, Young Adult, Historical, World War II, War",English,452.0,81843,13387,$3.99,2012-02-06 00:00:00,2375,4492,13172,27643,34161,Code Name Verity
William Graney,4.47,"Fiction, Contemporary, Book Club, Novels, Drama",English,346.0,279,4,"$1,175.15",2019-01-16 00:00:00,0,0,0,149,130,The Mountain's Morning Song
Brent Weeks,4.27,"Fantasy, Magic, Epic Fantasy, Fiction",English,636.0,81474,1836,$16.41,2008-11-01 00:00:00,511,1982,10806,29810,38365,Shadow's Edge
Joseph Conrad,3.62,"Adventure, Literature, Classics, Fiction",English,455.0,25265,1157,$585.00,2000-11-07 00:00:00,1152,2556,7092,8438,6027,Lord Jim
Octavia E. Butler,4.23,"Fiction, Historical Fiction, Fantasy, Science Fiction, Historical, Time Travel",English,287.0,70293,8360,$9.45,2004-02-01 00:00:00,550,2032,9645,26662,31404,Kindred
Ally Carter,3.91,"Young Adult, Mystery, Romance, Contemporary",English,287.0,83789,5109,$20.64,2010-02-09 00:00:00,2761,5391,18131,27519,29987,Heist Society
Libba Bray,3.97,"Mystery, Historical Fiction, Young Adult, Fantasy, Paranormal, Historical",English,578.0,60205,9249,$11.75,2012-09-18 00:00:00,1710,3234,11153,22923,21185,The Diviners
Adam Carpenter Welles,4.48,Book Club,,102.0,178,3,$13.55,2019-01-23 00:00:00,0,0,1,90,87,Scars and Voices: And Other Stories
Colleen Hoover,4.16,"Romance, Contemporary, Young Adult, New Adult, Contemporary Romance",English,304.0,66845,6048,$24.07,2013-04-30 00:00:00,1094,3114,11128,20410,31099,This Girl
Chuck Palahniuk,3.61,"Horror, Contemporary, Novels, Fiction",English,262.0,65746,2347,$14.98,2004-09-14 00:00:00,1773,6634,20860,22620,13859,Diary
Lindsay Anne Kendal,3.7,"Young Adult, Fantasy, Paranormal, Horror, Vampires",English,320.0,930,85,$51.62,2010-04-29 00:00:00,87,92,177,227,347,Bloodlines
Dan Simmons,4.2,"Fantasy, Science Fiction, Fiction",English,518.0,82994,2823,$37.83,1995-12-26 00:00:00,781,2858,12570,29960,36825,The Fall of Hyperion
Graeme Simsion,4.02,"Romance, Womens Fiction, Humor, Contemporary, Fiction, Chick Lit",English,297.0,376947,35302,$11.14,2013-10-01 00:00:00,5727,14438,70960,163138,122684,The Rosie Project
Heath Sommer,4.14,"Mystery, Psychology, Fiction",English,410.0,159,38,$28.40,2010-10-28 00:00:00,5,10,26,35,83,The Grand Delusion
Charles Dickens,3.52,"Literature, Classics, 19th Century, Fiction",English,353.0,48488,2557,$10.50,2003-10-19 00:00:00,1804,5291,16298,16195,8900,Hard Times
John Gray,3.54,"Romance, Nonfiction, Relationships, Unfinished, Self Help, Philosophy, Marriage, Sociology, Personal Development, Psychology",English,368.0,144962,4989,$3.86,2012-04-03 00:00:00,9097,16682,41791,41385,36007,"Men Are from Mars, Women Are from Venus"
Douglas Adams,4.06,"Mystery, Humor, Fiction, Fantasy, Science Fiction",English,307.0,71590,1717,$11.58,1991-02-15 00:00:00,475,2738,15122,27223,26032,The Long Dark Tea-Time of the Soul
Sarah Dessen,3.94,"Young Adult, Fiction, Romance, Contemporary",English,281.0,90742,3759,$18.11,2004-05-11 00:00:00,1229,5486,22949,29312,31766,Someone Like You
Edgar Allan Poe,4.15,"Short Stories, Fiction, Poetry, Gothic, Horror, Classics",English,400.0,63424,468,$13.75,1998-04-01 00:00:00,418,1910,11480,23497,26119,The Fall of the House of Usher and Other Tales
Meg Cabot,3.8,"Romance, Womens Fiction, Young Adult, Fantasy, Chick Lit",English,288.0,41605,2170,$8.74,2006-01-01 00:00:00,793,3336,11518,13541,12417,Avalon High
Augustine of Hippo,3.91,"Theology, Nonfiction, Philosophy, Religion, Classics",English,341.0,39710,1961,$33.99,1998-06-25 00:00:00,1379,2874,8425,12399,14633,Confessions
Nalini Singh,4.12,"Romance, Fiction, Fantasy, Adult, Paranormal, Science Fiction, Urban Fantasy, Supernatural, Shapeshifters, Paranormal Romance",English,334.0,54347,3398,$4.91,2006-09-05 00:00:00,1287,2197,9076,17858,23929,Slave to Sensation
Kelly Creagh,3.87,"Young Adult, Romance, Paranormal, Fantasy",English,543.0,26797,2546,$17.04,2010-08-31 00:00:00,1329,2291,5465,7262,10450,Nevermore
Abbi Glines,3.94,"Romance, Fantasy, Young Adult, Paranormal, Paranormal Romance",English,161.0,54865,3412,$960.00,2011-12-13 00:00:00,1908,3776,10924,17199,21058,Existence
Chimamanda Ngozi Adichie,4.31,"Fiction, Historical Fiction, War, Western Africa, Nigeria, Cultural, Historical, Africa",English,433.0,78327,6815,$5.60,2006-09-12 00:00:00,465,1478,8606,30872,36906,Half of a Yellow Sun
J.J. Sorel,4.47,,English,289.0,232,15,$6.44,2019-01-08 00:00:00,2,0,5,106,119,Take My Heart
S.C. Stephens,4.41,"Romance, New Adult, Contemporary, Contemporary Romance",English,546.0,74512,5392,$14.18,2013-03-05 00:00:00,890,1963,7768,18637,45254,Reckless
Edwin A. Abbott,3.82,"Fiction, Mathematics, Science Fiction, Science, Classics",English,96.0,46414,3534,$141.98,1992-09-21 00:00:00,1111,3331,11712,17128,13132,Flatland: A Romance of Many Dimensions
Brae Wyckoff,3.76,"Christian Fiction, Epic Fantasy, Fiction, Fantasy, Christian",English,242.0,285,73,$24.99,2012-11-17 00:00:00,33,25,41,63,123,The Orb of Truth
David Clement-Davies,4.14,"Fantasy, Fiction, Animals, Young Adult",English,486.0,11744,705,$39.55,2003-08-11 00:00:00,269,630,1908,3373,5564,The Sight
George R.R. Martin,4.49,"Fantasy, Fiction",English,663.0,60493,1825,$5.60,2001-04-07 00:00:00,166,504,4721,19057,36045,A Storm of Swords: Steel and Snow
Margaret Atwood,4.06,"Fiction, Dystopia, Apocalyptic, Science Fiction, Post Apocalyptic",English,431.0,91310,7064,$14.80,,866,3407,16533,38786,31718,The Year of the Flood
A.G. Howard,3.95,"Fantasy, Retellings, Romance, Young Adult",English,371.0,47033,7252,$17.95,2013-01-01 00:00:00,1848,3349,8846,14436,18554,Splintered
Friedrich Nietzsche,4.02,"Nonfiction, European Literature, Philosophy, German Literature, Classics",English,240.0,50886,1461,$5.49,2003-02-27 00:00:00,1002,2494,10022,18471,18897,Beyond Good and Evil
Rom LcO'Feer,3.65,Psychology,English,222.0,91,14,$28.02,2009-09-16 00:00:00,9,12,16,19,35,Carnal: Somewhere Over 40 Winks
رضوى عاشور,4.29,Novels,Arabic,502.0,34995,6366,$20.00,2009-04-26 00:00:00,589,1093,3867,11399,18047,ثلاثية غرناطة
Raymond Chandler,4.22,"Mystery, Fiction, Noir, Detective, Classics, Crime",English,379.0,28585,1797,$16.04,1988-08-12 00:00:00,154,638,4315,11191,12287,The Long Goodbye
Noah Gordon,4.37,"Historical, Fiction, Historical Fiction",English,720.0,32510,1762,$142.41,2001-07-01 00:00:00,231,710,3429,10655,17485,The Physician
Pittacus Lore,4.18,"Young Adult, Science Fiction, Fantasy",English,372.0,90733,4511,$97.78,2012-08-21 00:00:00,1205,2909,14728,31298,40593,The Rise of Nine
Armistead Maupin,4.04,"GLBT, Humor, Fiction, Queer, LGBT",English,272.0,32002,2278,$11.25,1989-04-26 00:00:00,517,1539,6231,11464,12251,Tales of the City
Paulo Coelho,3.57,"Romance, Novels, Philosophy, Fiction",English,208.0,79315,3440,$30.99,2006-05-23 00:00:00,3985,9370,22779,23633,19548,By the River Piedra I Sat Down and Wept
Linda Masemore Pirrung,4.11,"Romance, Womens Fiction, Mystery, Nonfiction, Adult, Chick Lit",English,408.0,337,98,$16.71,2009-04-24 00:00:00,38,21,27,32,219,Explosion in Paris
