title,avg_rating,genres,author,num_pages,price,publish_date,rating_1,rating_2,rating_3,rating_4,rating_5
The War of the End of the World,4.21,"Fiction, Historical Fiction, Literature, Historical, Cultural, Novels, Latin American",Mario Vargas Llosa,568,$13.47,4/26/1986,93,285,1076,2483,3528
A People's History of the United States,4.08,"Nonfiction, American History, Politics, History, North American Hi...",Howard Zinn,729,$4.14,8/2/2005,7291,7787,24064,48096,74069
Coma,3.87,"Mystery, Fiction, Medical, Thriller, Suspense, Horror",Robin Cook,320,$16.09,3/1/1977,468,2238,12236,17091,12309
The Passage,4.04,"Horror, Post Apocalyptic, Paranormal, Vampires, Science Fiction, Fiction, Apocalyptic, Fantasy",Justin Cronin,766,$7.99,6/8/2010,3985,8895,27865,61416,64811
Imajica,4.16,"Fantasy, Science Fiction Fantasy, Horror, Fiction",Clive Barker,823,$3.86,8/1/1997,344,921,3065,5910,9010
The Savage Detectives,4.11,"Novels, Latin American, Cultural, Fiction",Roberto BolaÃ±o,577,$6.23,4/3/2007,788,1645,4025,8709,12745
Reason to Breathe,4.22,"Romance, Abuse, Contemporary, Young Adult, Sociology, New Adult",Rebecca Donovan,377,$22.99,5/10/2011,1905,3255,10839,25745,41681
Dark Places,3.93,"Mystery, Fiction, Mystery Thriller, Thriller, Crime",Gillian Flynn,349,$1.99,5/5/2009,6919,22308,109371,201779,141260
The Prince of Tides,4.24,"Southern, Contemporary, Classics, American, Romance, Fiction",Pat Conroy,679,$10.31,3/26/2002,2343,5733,25843,59513,86702
Daughter of the Forest,4.28,"Historical Fiction, Historical, Romance, Fiction, Fairy Tales, Young Adult, Fantasy",Juliet Marillier,554,$33.35,2/18/2002,831,1461,6135,15125,25405
Forbidden,4.05,"Fiction, Young Adult, Contemporary, Romance",Tabitha Suzuma,418,$28.00,5/27/2010,1824,3116,7709,14161,21694
The Snowman,4.01,"Mystery, Fiction, Mystery Thriller, Thriller, Crime",Jo NesbÃ¸,383,$11.34,5/10/2011,1108,3779,17394,39367,29335
The Woman in the Dunes,3.91,"Japan, Fiction, Literature, Classics, Cultural, Japanese Literature, Asian Literature",KÅçbÅç Abe,241,$15.95,4/26/1991,311,1055,3879,7135,5332
The Mummy,3.83,"Fiction, Fantasy, Paranormal, Supernatural, Horror",Anne Rice,480,$14.02,4/26/2004,852,3356,10839,13012,12965
The Once and Future King,4.08,"Young Adult, Historical Fiction, Historical, Arthurian, Classics, Fiction, Literature, Science Fiction Fantasy, Mythology, Fantasy",T.H. White,639,$5.99,6/15/1987,1493,3986,16249,31178,35740
A Northern Light,3.83,"Mystery, Fiction, Historical Fiction, Young Adult, Historical",Jennifer Donnelly,396,$12.97,9/1/2004,707,2244,8941,13672,9563
The Twits,3.95,"Fantasy, Childrens, Fiction",Roald Dahl,96,$9.64,6/24/2004,1458,5727,25051,33632,36155
The Testing,4.05,"Young Adult, Dystopia, Science Fiction",Joelle Charbonneau,325,$24.99,6/4/2013,846,2283,9447,19788,19254
The Sign of Four,3.94,"Mystery, Fiction, Detective, Classics, Crime",Arthur Conan Doyle,129,$12.34,7/5/2001,541,3327,22134,35425,25612
Black Like Me,4.13,"Race, Nonfiction, History, Autobiography, Biography, Memoir, Classics",John Howard Griffin,208,$8.08,5/6/2003,455,1671,10087,20736,21901
The Rosie Project,4.02,"Romance, Womens Fiction, Humor, Contemporary, Fiction, Chick Lit",Graeme Simsion,297,$11.14,10/1/2013,5727,14438,70960,163138,122684
First Test,4.25,"Fantasy, Fiction, Young Adult",Tamora Pierce,240,$8.51,5/23/2000,248,1134,7513,15935,22560
It,4.23,"Horror, Fiction, Fantasy",Stephen King,1116,$14.07,10/1/1987,11441,24595,94306,196660,326140
Magic Bites,4.07,"Romance, Magic, Fantasy, Paranormal, Urban Fantasy, Vampires",Ilona Andrews,260,$1.59,3/27/2007,2097,3948,16294,30702,36759
The Winds of War,4.37,"Historical Fiction, Historical, World War II, Fiction, War",Herman Wouk,896,$28.01,2/5/2002,281,841,5442,15704,25671
Witches Abroad,4.22,"Fantasy, Humor, Fiction",Terry Pratchett,374,$9.88,7/30/2002,195,1288,10533,23865,28046
To the Lighthouse,3.77,"Fiction, Novels, Classics, Literature",Virginia Woolf,209,$6.97,12/27/1989,4925,10025,25760,35324,35247
Sabriel,4.17,"Science Fiction Fantasy, Teen, Audiobook, Young Adult Fantasy, Fantasy, High Fantasy, Fiction, Magic, Young Adult, Adventure",Garth Nix,491,$10.07,9/30/1996,3173,6395,24847,53344,75066
Dead and Gone,4.01,"Mystery, Urban Fantasy, Paranormal, Vampires, Romance, Fiction, Fantasy",Charlaine Harris,312,$4.16,5/5/2009,1185,6675,37823,61993,56843
The Secret,3.66,"Self Help, Inspirational, Nonfiction, Spirituality, Unfinished, Audiobook, Personal Development, Psychology, Philosophy, New Age",Rhonda Byrne,199,$0.99,4/26/2016,26501,29767,63402,71899,101623
The Third Policeman,4.02,"Ireland, Fiction, Humor, Fantasy, European Literature, Irish Literature, Cultural, Classics",Flann O'Brien,200,$5.55,3/1/1999,378,856,2580,4810,5699
At Grave's End,4.31,"Urban Fantasy, Paranormal Romance, Paranormal, Vampires, Romance, Fantasy",Jeaniene Frost,342,$13.29,1/1/2009,615,1753,10008,24944,38855
Birdsong,4.08,"Historical Fiction, Historical, Classics, Romance, Fiction, War",Sebastian Faulks,483,$9.99,6/2/1997,1229,3112,10529,21635,25673
Days of Blood & Starlight,4.19,"Romance, Fantasy, Young Adult, Paranormal, Angels",Laini Taylor,517,$11.65,11/6/2012,2089,4159,17571,43085,55004
Insomnia,3.81,"Horror, Fantasy, Fiction",Stephen King,890,$7.99 to $38.99,2/28/2005,3493,9971,31481,39973,38550
The Historian,3.78,"Mystery, Historical Fiction, Historical, Fiction, Fantasy",Elizabeth Kostova,704,$5.55,4/26/2005,9228,20137,51996,74700,69931
Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,3.77,"Fiction, Philosophy, Spirituality, Classics",Robert M. Pirsig,540,$40.00,4/25/2006,7418,16092,40470,56068,54598
The Last Unicorn,4.18,"Childrens, Classics, Fiction, Young Adult, Fantasy",Peter S. Beagle,294,$12.99,7/26/2008,1299,3458,14966,26846,41501
Splintered,3.95,"Fantasy, Retellings, Romance, Young Adult",A.G. Howard,371,$17.95,1/1/2013,1848,3349,8846,14436,18554
Lisey's Story,3.67,"Horror, Fantasy, Fiction",Stephen King,513,$8.39,10/24/2006,2756,6319,16756,19382,16934
A Monster Calls,4.37,"Fiction, Young Adult, Horror, Fantasy",Patrick Ness,226,$7.20,9/27/2011,1799,4058,18376,51363,95998
Glass,4.29,"Young Adult, Poetry, Fiction",Ellen Hopkins,681,$2.44,8/21/2007,543,1780,8185,17209,29824
The Bourne Identity,4,"Suspense, Mystery, Spy Thriller, Fiction, Espionage, Thriller",Robert Ludlum,566,$9.81,3/24/2005,10653,18504,68895,128177,139295
The Black Prism,4.24,"Fantasy, Epic Fantasy, Fiction, High Fantasy",Brent Weeks,629,$6.84,8/25/2010,1066,2513,10058,29768,37755
The Last Song,4.15,"Contemporary, Womens Fiction, Romance, Chick Lit, Fiction, Young Adult",Nicholas Sparks,390,$9.08,9/8/2009,7746,18977,83335,151728,214835
Dirk Gently's Holistic Detective Agency,3.98,"Humor, Mystery, Science Fiction, Fiction, Fantasy",Douglas Adams,306,$20.09,4/26/2002,1109,5220,24645,40635,35811
The Serpent's Shadow,4.29,"Fantasy, Mythology, Young Adult",Rick Riordan,406,$20.13,5/1/2012,557,2368,15090,34669,51624
The Right Stuff,4.24,"Nonfiction, History, Biography, Science, Space",Tom Wolfe,352,$10.89,10/30/2001,396,902,5312,14051,17673
Eye of the Needle,4.18,"Mystery, Fiction, Historical Fiction, Thriller, Historical, Suspense, Spy Thriller, Espionage",Ken Follett,339,$22.45,11/23/2004,663,2408,18682,45308,45244
The Red Badge of Courage,3.23,"Military History, Fiction, Historical Fiction, Civil War, Literature, Historical, War, Classics",Stephen Crane,170,$500.00,4/26/2006,6364,13328,28775,22238,11223
New Moon,3.53,"Romance, Fiction, Young Adult, Fantasy, Paranormal, Vampires",Stephenie Meyer,563,$8.31,9/6/2006,109706,173192,319305,313457,380280
The Gathering Storm,4.37,"Fantasy, Epic Fantasy, Fiction",Robert Jordan,783,$5.18,10/27/2009,1163,2312,11843,36767,61382
Prince Caspian,3.97,"Childrens, Classics, Fiction, Young Adult, Fantasy",C.S. Lewis,240,$4.97,6/20/2005,2566,13321,75355,114195,101264
The Hunger Games,4.33,"Teen, Post Apocalyptic, Dystopia, Romance, Fiction, Science Fiction, Action, Young Adult, Apocalyptic, Adventure, Fantasy",Suzanne Collins,374,$89.89,10/26/2008,80191,152034,662265,1716515,3082437
The Sense of an Ending,3.71,"Contemporary, Fiction, European Literature, Literary Fiction, British Literature",Julian Barnes,150,$11.22,8/4/2011,3242,11114,35543,52612,29726
Fablehaven,4.09,"Childrens, Middle Grade, Fiction, Young Adult, Fantasy",Brandon Mull,351,$10.12,6/7/2006,2422,5535,20898,38118,50227
This Side of the Grave,4.28,"Romance, Fantasy, Paranormal, Urban Fantasy, Vampires, Paranormal Romance",Jeaniene Frost,357,$5.60,2/22/2011,321,1179,7776,18655,26147
Aesop's Fables,4.05,"Short Stories, Fiction, Fantasy, Childrens, Classics",Aesop,306,$12.89,4/10/2003,859,3998,24432,38161,40772
Memories of Ice,4.41,"Fantasy, Epic Fantasy, Fiction, High Fantasy",Steven Erikson,925,$8.41,8/1/2006,278,793,3906,12312,22472
Magic Bleeds,4.46,"Romance, Magic, Fantasy, Paranormal, Urban Fantasy, Vampires, Paranormal Romance",Ilona Andrews,349,$12.16,5/25/2010,298,694,5527,20222,36932
Nightfall,3.57,"Romance, Young Adult, Fantasy, Paranormal, Vampires",L.J. Smith,586,$14.99,2/10/2009,3158,6077,12120,10891,13751
A Memory of Light,4.51,"Fantasy, Epic Fantasy, Fiction, High Fantasy",Robert Jordan,909,$6.43,1/8/2013,821,1573,7298,23179,60877
The Tea Rose,4.19,"Romance, Fiction, Historical Fiction, Historical, Historical Romance",Jennifer Donnelly,675,$9.17,5/2/2006,508,1093,4203,9813,13460
Intensity,4.05,"Horror, Suspense, Thriller, Fiction",Dean Koontz,436,$17.94,10/31/2000,1069,2866,13708,23442,25684
The Throne of Fire,4.21,"Fantasy, Mythology, Young Adult",Rick Riordan,452,$71.00,5/3/2011,979,4047,22996,48544,63207
Fragile Eternity,3.83,"Romance, Young Adult, Fantasy, Paranormal, Fairies",Melissa Marr,389,$10.32,4/21/2009,828,3050,10831,13072,12673
Brainwalker,4.3,"Fiction, Novels, Young Adult, Fantasy, New Adult, Adventure",Robyn Mundell,,$1.39,10/1/2016,18,18,121,776,711
Twilight,4.25,"Romance, Womens Fiction, Mystery, Fiction, Young Adult, Fantasy, Paranormal, Ghosts, Teen, Supernatural, Chick Lit",Meg Cabot,312,$33.40,4/26/2006,278,1036,5741,11364,17832
Scarlet,4.29,"Science Fiction, Young Adult, Romance, Fantasy",Marissa Meyer,454,$250.00,2/5/2013,1413,4538,32305,100838,122284
The Power and the Glory,3.99,"Fiction, Historical Fiction, Literature, Religion, Historical, Classics",Graham Greene,222,$12.89,2/25/2003,331,1283,5645,10627,9039
Dreamland,3.91,"Young Adult, Fiction, Romance, Contemporary",Sarah Dessen,250,$49.17,5/11/2004,1652,5064,16324,22099,24990
The Son of Neptune,4.44,"Young Adult, Mythology, Fantasy",Rick Riordan,521,$9.17,10/4/2011,1898,5302,35083,107732,211725
Midwives,3.98,"Adult Fiction, Contemporary, Fiction",Chris Bohjalian,384,$19.90 to $21.90,11/8/1998,1393,5596,32307,60657,44637
Grendel,3.69,"Fiction, Fantasy, Academic, Literature, School, Mythology, Classics",John Gardner,174,$144.44,6/2/2010,1295,2858,7518,10271,7828
The Hundred Secret Senses,3.99,"Fiction, Historical Fiction, China, Asia, Cultural, Historical",Amy Tan,406,$200.00,10/30/1996,288,1324,8687,16129,11740
Don Quixote,3.86,"European Literature, Spanish Literature, Classics, Fiction, Literature",Miguel de Cervantes Saavedra,1023,$52.92,2/25/2003,5154,13733,42684,57342,61191
Cyrano de Bergerac,4.06,"Cultural, Classics, Romance, Drama, Plays, Fiction, France",Edmond Rostand,240,$6.08,8/5/2003,975,3073,14036,23137,27063
The Brothers Karamazov,4.32,"Russia, Cultural, Classics, Russian Literature, Fiction, Literature",Fyodor Dostoyevsky,796,$29.64,6/14/2002,2709,6622,25475,58587,112262
The Kiss of Deception,4.04,"Fantasy, Romance, Young Adult",Mary E. Pearson,492,$5.16,7/8/2014,1653,3635,11826,25207,26616
Os Maias,4,"Romance, Fiction, Portuguese Literature, European Literature, Cultural, Classics, Portugal",EÃ§a de QueirÃ_s,681,$9.90,4/26/2003,277,834,2814,5501,5328
Atlas Shrugged,3.68,"Classics, Fiction, Politics, Literature, Philosophy",Ayn Rand,1168,$49.99,8/1/1999,33826,30322,59142,86860,117774
The Angel Experiment,4.08,"Science Fiction, Young Adult, Fantasy",James Patterson,413,$10.07,5/5/2006,5108,10665,34758,57749,87090
The Time Quartet Box Set,4.35,"Fiction, Fantasy, Young Adult, Childrens, Science Fiction, Classics",Madeleine L'Engle,750,$13.31,9/11/2001,171,272,1223,3165,6056
Something Borrowed,3.84,"Romance, Womens Fiction, Adult Fiction, Contemporary, Fiction, Novels, Adult, Audiobook, Chick Lit, Contemporary Romance",Emily Giffin,322,$6.24,6/1/2004,16980,31343,111395,160436,151120
Anathem,4.19,"Fantasy, Science Fiction, Fiction",Neal Stephenson,937,$4.90,9/9/2008,1223,2411,7480,18592,26341
